FL_DATE,ABE,ABI,ABQ,ABR,ABY,ACK,ACT,ACV,ACY,ADK,ADQ,AEX,AGS,AKN,ALB,ALO,AMA,ANC,APN,ASE,ATL,ATW,AUS,AVL,AVP,AZO,BDL,BET,BFF,BFL,BGM,BGR,BHM,BIL,BIS,BJI,BLI,BMI,BNA,BOI,BOS,BPT,BQK,BQN,BRD,BRO,BRW,BTM,BTR,BTV,BUF,BUR,BWI,BZN,CAE,CAK,CDC,CDV,CHA,CHO,CHS,CID,CIU,CKB,CLE,CLL,CLT,CMH,CMI,CMX,COD,COS,COU,CPR,CRP,CRW,CSG,CVG,CWA,DAB,DAL,DAY,DBQ,DCA,DEN,DFW,DHN,DLG,DLH,DRO,DSM,DTW,DVL,EAU,ECP,EFD,EGE,EKO,ELM,ELP,ENV,ERI,ESC,EUG,EVV,EWN,EWR,EYW,FAI,FAR,FAT,FAY,FCA,FLG,FLL,FNT,FSD,FSM,FWA,GCC,GCK,GEG,GFK,GGG,GJT,GNV,GPT,GRB,GRI,GRK,GRR,GSO,GSP,GST,GTF,GTR,GUC,GUM,HDN,HIB,HLN,HNL,HOB,HOU,HPN,HRL,HSV,HYA,HYS,IAD,IAG,IAH,ICT,IDA,IFP,ILM,IMT,IND,INL,ISN,ISP,ITH,ITO,JAC,JAN,JAX,JFK,JLN,JMS,JNU,KOA,KTN,LAN,LAR,LAS,LAW,LAX,LBB,LBE,LCH,LEX,LFT,LGA,LGB,LIH,LIT,LNK,LRD,LSE,LWS,MAF,MBS,MCI,MCO,MDT,MDW,MEI,MEM,MFE,MFR,MGM,MHK,MHT,MIA,MKE,MKG,MLB,MLI,MLU,MMH,MOB,MOT,MQT,MRY,MSN,MSO,MSP,MSY,MTJ,MVY,MYR,OAJ,OAK,OGG,OKC,OMA,OME,ONT,ORD,ORF,ORH,OTH,OTZ,PAH,PBG,PBI,PDX,PGD,PHF,PHL,PHX,PIA,PIB,PIH,PIT,PLN,PNS,PPG,PSC,PSE,PSG,PSP,PVD,PWM,RAP,RDD,RDM,RDU,RHI,RIC,RKS,RNO,ROA,ROC,ROW,RST,RSW,SAF,SAN,SAT,SAV,SBA,SBN,SBP,SCC,SCE,SDF,SEA,SFO,SGF,SGU,SHV,SIT,SJC,SJT,SJU,SLC,SMF,SMX,SNA,SPI,SPN,SPS,SRQ,STL,STS,STT,STX,SUN,SUX,SWF,SYR,TKI,TLH,TOL,TPA,TRI,TTN,TUL,TUS,TVC,TWF,TXK,TYR,TYS,UST,VLD,VPS,WRG,WYS,XNA,YAK,YUM
2017-08-26,4.0,,47.0,2.0,,5.0,,3.0,10.0,,1.0,2.0,5.0,,24.0,1.0,7.0,58.0,2.0,16.0,750.0,6.0,122.0,9.0,5.0,4.0,57.0,2.0,,5.0,2.0,4.0,23.0,8.0,7.0,2.0,,4.0,119.0,42.0,292.0,,1.0,6.0,1.0,2.0,3.0,1.0,15.0,8.0,41.0,52.0,241.0,20.0,7.0,15.0,1.0,2.0,8.0,6.0,41.0,12.0,1.0,,85.0,3.0,274.0,50.0,,2.0,5.0,28.0,3.0,2.0,6.0,5.0,1.0,39.0,2.0,5.0,152.0,9.0,,162.0,571.0,464.0,3.0,1.0,7.0,2.0,19.0,265.0,1.0,1.0,15.0,,1.0,1.0,,22.0,,3.0,1.0,14.0,5.0,1.0,279.0,4.0,11.0,7.0,22.0,2.0,11.0,2.0,227.0,9.0,13.0,2.0,13.0,2.0,,33.0,1.0,,6.0,3.0,5.0,7.0,2.0,3.0,20.0,13.0,15.0,1.0,4.0,2.0,,1.0,2.0,1.0,4.0,141.0,1.0,127.0,16.0,6.0,8.0,1.0,1.0,95.0,2.0,290.0,16.0,6.0,1.0,5.0,1.0,57.0,2.0,2.0,12.0,2.0,17.0,18.0,8.0,39.0,240.0,2.0,2.0,15.0,41.0,8.0,4.0,1.0,374.0,4.0,521.0,11.0,3.0,1.0,11.0,4.0,178.0,47.0,42.0,14.0,9.0,4.0,4.0,2.0,12.0,5.0,94.0,335.0,8.0,210.0,3.0,30.0,6.0,11.0,3.0,3.0,14.0,164.0,59.0,1.0,3.0,7.0,2.0,,7.0,2.0,2.0,6.0,20.0,11.0,282.0,102.0,2.0,3.0,26.0,,114.0,73.0,32.0,39.0,2.0,44.0,698.0,33.0,2.0,1.0,2.0,1.0,1.0,45.0,160.0,,2.0,185.0,322.0,6.0,2.0,2.0,72.0,2.0,14.0,,9.0,2.0,2.0,15.0,35.0,22.0,11.0,3.0,13.0,80.0,2.0,35.0,1.0,41.0,1.0,17.0,1.0,7.0,50.0,4.0,220.0,74.0,26.0,13.0,10.0,7.0,2.0,4.0,20.0,406.0,472.0,8.0,6.0,9.0,6.0,107.0,3.0,68.0,254.0,106.0,,89.0,2.0,,,5.0,120.0,5.0,13.0,3.0,6.0,,3.0,11.0,,4.0,,141.0,3.0,6.0,29.0,31.0,16.0,2.0,,,14.0,,1.0,14.0,2.0,2.0,7.0,2.0,3.0
2017-08-27,5.0,,58.0,2.0,,7.0,,4.0,10.0,1.0,2.0,2.0,5.0,,28.0,2.0,9.0,57.0,1.0,16.0,951.0,10.0,148.0,12.0,5.0,4.0,59.0,2.0,,7.0,3.0,4.0,32.0,9.0,8.0,2.0,,4.0,153.0,46.0,355.0,,,6.0,1.0,2.0,2.0,2.0,17.0,10.0,48.0,66.0,272.0,21.0,8.0,13.0,1.0,2.0,10.0,3.0,42.0,20.0,2.0,,109.0,4.0,314.0,66.0,,2.0,5.0,28.0,3.0,2.0,6.0,5.0,1.0,51.0,2.0,5.0,190.0,14.0,,204.0,661.0,494.0,4.0,,9.0,4.0,24.0,358.0,2.0,2.0,12.0,,2.0,2.0,,27.0,,5.0,1.0,12.0,3.0,,328.0,4.0,11.0,10.0,25.0,3.0,12.0,4.0,230.0,10.0,11.0,1.0,16.0,3.0,,37.0,2.0,,8.0,1.0,6.0,9.0,2.0,3.0,29.0,17.0,21.0,,5.0,3.0,,1.0,2.0,1.0,5.0,142.0,2.0,142.0,19.0,6.0,11.0,1.0,1.0,116.0,,351.0,25.0,7.0,1.0,5.0,2.0,75.0,2.0,3.0,12.0,3.0,18.0,18.0,13.0,43.0,271.0,2.0,3.0,14.0,41.0,8.0,5.0,1.0,439.0,3.0,612.0,11.0,3.0,3.0,16.0,3.0,242.0,47.0,37.0,20.0,9.0,5.0,5.0,3.0,14.0,9.0,123.0,341.0,11.0,240.0,3.0,42.0,6.0,12.0,3.0,3.0,21.0,171.0,81.0,2.0,4.0,7.0,3.0,,10.0,4.0,3.0,7.0,26.0,8.0,389.0,127.0,2.0,3.0,25.0,1.0,137.0,65.0,38.0,54.0,2.0,56.0,797.0,39.0,2.0,2.0,2.0,2.0,2.0,52.0,178.0,,3.0,205.0,394.0,6.0,2.0,2.0,82.0,3.0,15.0,,11.0,2.0,2.0,16.0,39.0,21.0,11.0,3.0,13.0,103.0,2.0,45.0,2.0,48.0,2.0,23.0,1.0,9.0,47.0,4.0,238.0,88.0,25.0,16.0,15.0,9.0,2.0,5.0,26.0,430.0,535.0,8.0,8.0,11.0,5.0,140.0,3.0,64.0,313.0,125.0,,110.0,3.0,,,6.0,152.0,5.0,9.0,2.0,7.0,,4.0,18.0,,5.0,1.0,171.0,2.0,6.0,37.0,35.0,17.0,3.0,,,18.0,,,12.0,2.0,2.0,10.0,2.0,3.0
2017-08-28,6.0,,59.0,2.0,,6.0,,3.0,10.0,,2.0,3.0,7.0,,30.0,2.0,9.0,57.0,2.0,14.0,1005.0,10.0,156.0,13.0,6.0,7.0,66.0,3.0,,7.0,3.0,5.0,35.0,10.0,8.0,2.0,,6.0,166.0,45.0,373.0,,,6.0,2.0,3.0,3.0,2.0,21.0,10.0,52.0,75.0,290.0,16.0,12.0,14.0,2.0,2.0,10.0,6.0,40.0,20.0,2.0,,119.0,4.0,344.0,71.0,,2.0,3.0,31.0,3.0,2.0,7.0,5.0,1.0,63.0,2.0,6.0,200.0,16.0,,218.0,686.0,539.0,4.0,,9.0,4.0,27.0,387.0,2.0,2.0,12.0,,1.0,2.0,,31.0,,5.0,2.0,13.0,4.0,,357.0,4.0,10.0,11.0,24.0,4.0,10.0,4.0,234.0,12.0,14.0,2.0,17.0,3.0,,40.0,1.0,,8.0,2.0,7.0,11.0,2.0,4.0,30.0,19.0,22.0,,5.0,3.0,,1.0,2.0,2.0,5.0,138.0,2.0,152.0,21.0,7.0,13.0,1.0,2.0,122.0,3.0,360.0,26.0,7.0,1.0,5.0,2.0,78.0,2.0,3.0,13.0,3.0,17.0,13.0,14.0,44.0,274.0,2.0,3.0,15.0,41.0,8.0,6.0,2.0,438.0,3.0,627.0,12.0,3.0,3.0,17.0,5.0,282.0,45.0,36.0,21.0,10.0,6.0,5.0,3.0,17.0,8.0,132.0,340.0,12.0,257.0,3.0,46.0,6.0,12.0,3.0,3.0,20.0,171.0,88.0,2.0,4.0,8.0,3.0,,12.0,2.0,3.0,7.0,28.0,10.0,408.0,128.0,1.0,2.0,24.0,1.0,151.0,62.0,41.0,59.0,2.0,61.0,829.0,41.0,2.0,1.0,2.0,2.0,,53.0,177.0,,3.0,213.0,422.0,7.0,2.0,3.0,84.0,2.0,13.0,1.0,11.0,2.0,2.0,17.0,41.0,22.0,12.0,3.0,13.0,107.0,2.0,50.0,2.0,47.0,1.0,26.0,1.0,9.0,46.0,4.0,250.0,95.0,27.0,16.0,16.0,9.0,2.0,5.0,30.0,438.0,556.0,9.0,7.0,13.0,6.0,150.0,3.0,59.0,322.0,136.0,,126.0,3.0,,,7.0,168.0,5.0,8.0,2.0,5.0,,4.0,20.0,,6.0,1.0,172.0,3.0,6.0,38.0,37.0,11.0,3.0,,,18.0,,,12.0,2.0,2.0,13.0,2.0,4.0
2017-08-29,6.0,,59.0,2.0,,3.0,,3.0,10.0,,2.0,2.0,7.0,,29.0,2.0,9.0,57.0,1.0,14.0,992.0,10.0,152.0,13.0,6.0,7.0,63.0,3.0,,6.0,3.0,5.0,34.0,10.0,9.0,2.0,,6.0,160.0,45.0,370.0,,,6.0,2.0,2.0,3.0,2.0,19.0,10.0,50.0,75.0,288.0,17.0,12.0,13.0,2.0,2.0,10.0,6.0,39.0,20.0,2.0,,122.0,4.0,306.0,68.0,,2.0,3.0,30.0,3.0,2.0,7.0,5.0,1.0,56.0,2.0,5.0,200.0,16.0,,216.0,676.0,531.0,4.0,,9.0,3.0,27.0,384.0,1.0,2.0,12.0,,1.0,2.0,,31.0,,5.0,2.0,13.0,4.0,,353.0,3.0,10.0,11.0,24.0,4.0,10.0,2.0,222.0,12.0,11.0,2.0,17.0,3.0,,41.0,1.0,,8.0,2.0,6.0,11.0,2.0,3.0,30.0,20.0,21.0,,5.0,3.0,,1.0,2.0,2.0,5.0,133.0,1.0,152.0,21.0,7.0,11.0,1.0,2.0,116.0,,322.0,25.0,7.0,1.0,5.0,2.0,78.0,1.0,3.0,13.0,3.0,17.0,13.0,13.0,44.0,262.0,2.0,2.0,15.0,36.0,8.0,6.0,2.0,426.0,3.0,612.0,12.0,3.0,2.0,16.0,5.0,275.0,45.0,33.0,20.0,9.0,6.0,5.0,3.0,15.0,8.0,129.0,329.0,11.0,258.0,3.0,43.0,5.0,12.0,3.0,3.0,20.0,163.0,88.0,2.0,4.0,8.0,3.0,,11.0,2.0,3.0,7.0,28.0,9.0,399.0,125.0,1.0,2.0,25.0,2.0,150.0,60.0,41.0,58.0,2.0,60.0,822.0,40.0,2.0,1.0,2.0,2.0,3.0,52.0,174.0,,3.0,206.0,375.0,7.0,2.0,3.0,82.0,3.0,13.0,,11.0,2.0,2.0,15.0,41.0,21.0,11.0,3.0,13.0,106.0,2.0,50.0,2.0,46.0,2.0,25.0,1.0,9.0,46.0,4.0,247.0,95.0,26.0,16.0,16.0,9.0,2.0,5.0,31.0,422.0,547.0,9.0,7.0,12.0,6.0,145.0,3.0,55.0,314.0,134.0,,123.0,3.0,,,7.0,168.0,5.0,7.0,2.0,5.0,,4.0,19.0,,6.0,1.0,166.0,3.0,6.0,37.0,37.0,11.0,3.0,,,17.0,,,11.0,2.0,1.0,13.0,2.0,3.0
2017-08-30,6.0,,58.0,2.0,,4.0,,3.0,10.0,1.0,2.0,3.0,7.0,,30.0,2.0,9.0,55.0,2.0,15.0,997.0,10.0,156.0,13.0,6.0,7.0,61.0,3.0,,7.0,3.0,5.0,35.0,10.0,8.0,2.0,,6.0,164.0,45.0,370.0,,,3.0,2.0,1.0,2.0,2.0,19.0,10.0,50.0,75.0,290.0,16.0,12.0,13.0,2.0,2.0,10.0,5.0,40.0,18.0,2.0,,116.0,4.0,337.0,70.0,,2.0,3.0,31.0,3.0,2.0,7.0,6.0,1.0,59.0,2.0,5.0,200.0,16.0,,218.0,682.0,536.0,4.0,,9.0,4.0,27.0,383.0,2.0,2.0,12.0,,1.0,2.0,,31.0,,5.0,2.0,13.0,4.0,,354.0,3.0,11.0,11.0,24.0,4.0,10.0,4.0,229.0,12.0,13.0,2.0,17.0,3.0,,39.0,1.0,,8.0,2.0,7.0,11.0,2.0,3.0,30.0,18.0,22.0,,5.0,3.0,,1.0,2.0,2.0,5.0,135.0,2.0,152.0,21.0,7.0,12.0,1.0,2.0,118.0,2.0,355.0,26.0,7.0,1.0,5.0,2.0,77.0,1.0,3.0,13.0,3.0,17.0,13.0,14.0,44.0,266.0,2.0,3.0,15.0,37.0,8.0,6.0,2.0,437.0,3.0,618.0,12.0,3.0,3.0,16.0,4.0,275.0,45.0,34.0,21.0,9.0,6.0,5.0,3.0,16.0,8.0,131.0,334.0,12.0,258.0,3.0,46.0,6.0,12.0,3.0,3.0,20.0,167.0,88.0,2.0,4.0,8.0,3.0,,12.0,3.0,3.0,7.0,28.0,10.0,406.0,127.0,1.0,2.0,26.0,1.0,151.0,62.0,41.0,58.0,2.0,60.0,818.0,40.0,2.0,2.0,2.0,2.0,,51.0,177.0,,3.0,211.0,412.0,7.0,2.0,3.0,82.0,3.0,13.0,,11.0,2.0,2.0,17.0,41.0,21.0,12.0,3.0,13.0,107.0,2.0,50.0,2.0,47.0,2.0,26.0,1.0,9.0,45.0,4.0,248.0,94.0,26.0,16.0,16.0,9.0,2.0,5.0,30.0,436.0,551.0,9.0,7.0,13.0,6.0,150.0,3.0,55.0,320.0,136.0,,126.0,3.0,,,7.0,169.0,5.0,7.0,2.0,5.0,,4.0,21.0,,6.0,1.0,170.0,3.0,6.0,39.0,36.0,11.0,3.0,,,18.0,,,11.0,2.0,2.0,13.0,2.0,3.0
2017-08-31,6.0,,59.0,2.0,,5.0,,3.0,10.0,,2.0,3.0,5.0,,30.0,2.0,9.0,56.0,2.0,14.0,1023.0,10.0,155.0,13.0,6.0,8.0,66.0,3.0,,7.0,3.0,5.0,35.0,10.0,10.0,2.0,,6.0,165.0,45.0,376.0,,,4.0,2.0,2.0,2.0,2.0,20.0,10.0,52.0,75.0,291.0,17.0,12.0,13.0,2.0,2.0,11.0,5.0,40.0,21.0,2.0,,123.0,4.0,342.0,71.0,,2.0,3.0,31.0,3.0,2.0,7.0,5.0,1.0,60.0,2.0,6.0,200.0,15.0,,218.0,687.0,538.0,4.0,,9.0,4.0,26.0,388.0,2.0,2.0,12.0,,2.0,2.0,,32.0,,5.0,2.0,13.0,4.0,,357.0,4.0,11.0,11.0,24.0,4.0,10.0,4.0,233.0,12.0,11.0,2.0,17.0,3.0,,40.0,1.0,,8.0,2.0,7.0,12.0,2.0,4.0,31.0,20.0,23.0,,5.0,3.0,,1.0,2.0,2.0,5.0,133.0,2.0,153.0,22.0,7.0,13.0,1.0,2.0,119.0,,360.0,26.0,7.0,1.0,5.0,2.0,79.0,2.0,3.0,13.0,3.0,17.0,13.0,14.0,45.0,276.0,2.0,3.0,15.0,36.0,8.0,7.0,2.0,442.0,3.0,625.0,12.0,3.0,3.0,17.0,4.0,280.0,45.0,35.0,21.0,9.0,6.0,5.0,3.0,15.0,8.0,132.0,340.0,12.0,258.0,3.0,45.0,6.0,12.0,3.0,3.0,20.0,170.0,89.0,2.0,4.0,8.0,3.0,,11.0,2.0,3.0,7.0,29.0,9.0,410.0,129.0,2.0,2.0,25.0,1.0,152.0,62.0,41.0,60.0,2.0,61.0,821.0,42.0,2.0,1.0,2.0,2.0,3.0,53.0,182.0,,3.0,213.0,425.0,7.0,2.0,3.0,84.0,3.0,12.0,,11.0,2.0,2.0,17.0,42.0,22.0,12.0,3.0,13.0,110.0,2.0,51.0,2.0,47.0,2.0,26.0,1.0,9.0,47.0,4.0,254.0,98.0,27.0,16.0,16.0,9.0,2.0,5.0,30.0,436.0,560.0,9.0,8.0,12.0,6.0,150.0,3.0,56.0,323.0,137.0,,126.0,3.0,,,7.0,168.0,5.0,8.0,2.0,5.0,,4.0,21.0,,6.0,1.0,172.0,3.0,6.0,39.0,38.0,11.0,3.0,,,18.0,,,12.0,2.0,2.0,13.0,2.0,4.0
2017-09-01,6.0,,59.0,2.0,,7.0,,3.0,10.0,,2.0,3.0,6.0,,30.0,2.0,9.0,58.0,2.0,14.0,1029.0,10.0,156.0,13.0,6.0,8.0,66.0,3.0,,7.0,3.0,5.0,35.0,10.0,7.0,2.0,,6.0,165.0,46.0,374.0,,,4.0,2.0,2.0,3.0,2.0,21.0,10.0,54.0,74.0,290.0,16.0,12.0,14.0,2.0,2.0,11.0,5.0,41.0,19.0,2.0,,119.0,4.0,344.0,71.0,,2.0,3.0,31.0,3.0,2.0,7.0,5.0,1.0,63.0,2.0,6.0,199.0,15.0,,216.0,681.0,541.0,4.0,,9.0,4.0,27.0,391.0,2.0,2.0,12.0,,1.0,2.0,,32.0,,5.0,2.0,12.0,4.0,,356.0,4.0,11.0,11.0,24.0,4.0,10.0,4.0,231.0,12.0,14.0,2.0,16.0,3.0,,38.0,3.0,,8.0,3.0,7.0,12.0,2.0,4.0,31.0,20.0,22.0,,5.0,3.0,,1.0,2.0,2.0,5.0,144.0,2.0,152.0,22.0,7.0,13.0,1.0,2.0,120.0,3.0,364.0,26.0,7.0,1.0,5.0,2.0,78.0,2.0,3.0,12.0,3.0,18.0,13.0,14.0,45.0,272.0,2.0,3.0,15.0,41.0,7.0,7.0,2.0,441.0,3.0,628.0,12.0,3.0,3.0,17.0,5.0,277.0,45.0,38.0,21.0,10.0,6.0,5.0,3.0,16.0,8.0,132.0,340.0,12.0,255.0,3.0,46.0,6.0,11.0,3.0,3.0,20.0,171.0,87.0,2.0,4.0,8.0,4.0,,12.0,2.0,3.0,7.0,29.0,10.0,410.0,130.0,1.0,3.0,24.0,1.0,151.0,65.0,41.0,60.0,2.0,60.0,828.0,42.0,2.0,1.0,2.0,2.0,,52.0,185.0,,3.0,213.0,423.0,7.0,2.0,3.0,84.0,3.0,13.0,1.0,10.0,2.0,2.0,17.0,42.0,21.0,12.0,3.0,12.0,110.0,2.0,51.0,2.0,47.0,2.0,25.0,1.0,9.0,46.0,4.0,249.0,96.0,27.0,16.0,16.0,9.0,2.0,5.0,30.0,432.0,547.0,9.0,8.0,13.0,6.0,148.0,3.0,57.0,327.0,135.0,,125.0,3.0,,,7.0,169.0,5.0,8.0,2.0,5.0,,4.0,21.0,,6.0,1.0,172.0,3.0,6.0,39.0,38.0,12.0,3.0,,,20.0,,,12.0,2.0,2.0,13.0,2.0,4.0
2017-09-02,4.0,,43.0,2.0,,5.0,,3.0,10.0,,1.0,2.0,5.0,,24.0,1.0,7.0,53.0,2.0,14.0,704.0,6.0,113.0,7.0,4.0,3.0,51.0,2.0,,5.0,2.0,5.0,21.0,7.0,7.0,2.0,,4.0,106.0,36.0,281.0,,,6.0,1.0,1.0,3.0,1.0,15.0,10.0,41.0,44.0,213.0,15.0,6.0,14.0,1.0,2.0,8.0,4.0,40.0,10.0,1.0,,78.0,3.0,262.0,48.0,,2.0,3.0,25.0,3.0,1.0,4.0,5.0,,39.0,2.0,5.0,140.0,10.0,,156.0,502.0,412.0,2.0,,6.0,2.0,19.0,246.0,1.0,1.0,13.0,,1.0,1.0,,20.0,,3.0,1.0,10.0,2.0,,262.0,4.0,8.0,5.0,20.0,1.0,9.0,2.0,214.0,9.0,11.0,2.0,12.0,2.0,,26.0,,,6.0,2.0,4.0,5.0,2.0,3.0,17.0,13.0,14.0,,3.0,2.0,,1.0,1.0,1.0,4.0,129.0,1.0,107.0,17.0,5.0,8.0,1.0,1.0,89.0,2.0,262.0,17.0,5.0,1.0,6.0,1.0,54.0,2.0,2.0,11.0,2.0,15.0,16.0,8.0,35.0,232.0,2.0,2.0,11.0,39.0,6.0,4.0,1.0,335.0,3.0,475.0,10.0,3.0,1.0,8.0,4.0,169.0,45.0,39.0,14.0,7.0,4.0,4.0,2.0,9.0,6.0,77.0,316.0,7.0,186.0,3.0,28.0,7.0,10.0,1.0,2.0,12.0,160.0,52.0,1.0,2.0,6.0,2.0,,7.0,3.0,2.0,5.0,17.0,9.0,253.0,93.0,1.0,3.0,25.0,1.0,97.0,67.0,27.0,39.0,1.0,41.0,641.0,31.0,2.0,1.0,1.0,1.0,1.0,41.0,145.0,,2.0,179.0,302.0,8.0,2.0,2.0,63.0,2.0,13.0,,8.0,2.0,2.0,14.0,34.0,19.0,10.0,2.0,11.0,76.0,2.0,34.0,1.0,36.0,1.0,15.0,1.0,7.0,47.0,4.0,197.0,66.0,22.0,13.0,10.0,7.0,2.0,4.0,20.0,351.0,405.0,7.0,7.0,8.0,5.0,98.0,3.0,67.0,225.0,98.0,,82.0,2.0,,,5.0,115.0,5.0,12.0,2.0,4.0,,3.0,12.0,,4.0,,133.0,3.0,6.0,27.0,28.0,13.0,1.0,,,14.0,,,12.0,2.0,2.0,7.0,2.0,3.0
2017-09-03,2.0,,44.0,2.0,,7.0,,3.0,10.0,1.0,1.0,2.0,5.0,,21.0,2.0,6.0,46.0,1.0,14.0,744.0,7.0,112.0,9.0,3.0,6.0,50.0,1.0,,5.0,2.0,5.0,23.0,6.0,7.0,2.0,,3.0,112.0,35.0,281.0,,,6.0,1.0,,2.0,2.0,12.0,9.0,42.0,40.0,198.0,13.0,7.0,13.0,1.0,2.0,6.0,4.0,37.0,10.0,2.0,,81.0,3.0,258.0,48.0,,2.0,3.0,26.0,3.0,1.0,4.0,2.0,,35.0,1.0,4.0,152.0,10.0,,164.0,479.0,439.0,2.0,,6.0,3.0,14.0,259.0,2.0,2.0,10.0,,2.0,,,21.0,,4.0,1.0,9.0,2.0,,256.0,4.0,9.0,5.0,18.0,1.0,8.0,4.0,206.0,9.0,6.0,2.0,10.0,2.0,,29.0,1.0,,5.0,1.0,4.0,8.0,2.0,2.0,18.0,12.0,15.0,,3.0,2.0,,1.0,1.0,1.0,4.0,126.0,2.0,104.0,17.0,4.0,10.0,1.0,1.0,90.0,,266.0,17.0,5.0,1.0,7.0,2.0,49.0,2.0,1.0,11.0,2.0,16.0,15.0,11.0,35.0,252.0,2.0,3.0,12.0,38.0,6.0,4.0,1.0,375.0,2.0,502.0,10.0,3.0,2.0,10.0,4.0,187.0,45.0,34.0,14.0,6.0,4.0,4.0,1.0,8.0,6.0,90.0,307.0,7.0,192.0,3.0,32.0,4.0,8.0,3.0,2.0,16.0,165.0,69.0,2.0,2.0,6.0,2.0,,6.0,3.0,2.0,6.0,15.0,7.0,274.0,102.0,2.0,3.0,24.0,1.0,101.0,60.0,29.0,38.0,1.0,43.0,616.0,28.0,1.0,2.0,1.0,2.0,2.0,45.0,155.0,,2.0,174.0,352.0,4.0,2.0,1.0,66.0,3.0,10.0,,7.0,2.0,2.0,14.0,34.0,17.0,7.0,2.0,11.0,85.0,2.0,32.0,1.0,41.0,2.0,17.0,1.0,7.0,42.0,3.0,195.0,66.0,19.0,11.0,13.0,7.0,2.0,4.0,17.0,356.0,409.0,7.0,7.0,6.0,4.0,101.0,2.0,62.0,227.0,100.0,,89.0,3.0,,,5.0,113.0,5.0,9.0,2.0,5.0,,3.0,12.0,,4.0,,135.0,2.0,6.0,26.0,29.0,12.0,1.0,,,11.0,,,9.0,2.0,2.0,6.0,2.0,3.0
2017-09-04,6.0,,56.0,2.0,,7.0,,3.0,10.0,,1.0,2.0,7.0,,27.0,2.0,9.0,52.0,2.0,15.0,962.0,11.0,148.0,12.0,5.0,7.0,60.0,1.0,,6.0,2.0,4.0,35.0,10.0,7.0,2.0,,6.0,159.0,47.0,359.0,,,6.0,2.0,2.0,3.0,2.0,20.0,10.0,50.0,67.0,278.0,14.0,11.0,13.0,2.0,2.0,7.0,5.0,37.0,14.0,2.0,,110.0,4.0,337.0,66.0,,2.0,3.0,29.0,3.0,2.0,7.0,5.0,1.0,55.0,1.0,6.0,191.0,11.0,,201.0,662.0,530.0,2.0,,8.0,4.0,24.0,354.0,2.0,2.0,11.0,,1.0,2.0,,33.0,,4.0,2.0,12.0,3.0,,326.0,4.0,8.0,6.0,23.0,4.0,10.0,4.0,227.0,11.0,13.0,2.0,16.0,3.0,,46.0,2.0,,8.0,2.0,6.0,10.0,2.0,4.0,28.0,17.0,19.0,,5.0,3.0,,1.0,2.0,2.0,5.0,133.0,2.0,139.0,21.0,6.0,12.0,1.0,2.0,113.0,3.0,342.0,25.0,7.0,1.0,7.0,2.0,73.0,2.0,3.0,12.0,2.0,17.0,13.0,13.0,44.0,261.0,2.0,3.0,14.0,38.0,7.0,6.0,2.0,429.0,3.0,615.0,11.0,3.0,2.0,15.0,4.0,268.0,46.0,35.0,17.0,9.0,5.0,4.0,3.0,16.0,8.0,123.0,331.0,10.0,246.0,3.0,41.0,7.0,9.0,3.0,3.0,19.0,170.0,82.0,2.0,4.0,9.0,2.0,,12.0,5.0,3.0,7.0,27.0,10.0,370.0,126.0,1.0,2.0,24.0,1.0,147.0,59.0,38.0,56.0,2.0,59.0,789.0,37.0,2.0,1.0,2.0,2.0,,52.0,193.0,,3.0,204.0,418.0,6.0,2.0,2.0,82.0,2.0,13.0,1.0,8.0,2.0,2.0,15.0,39.0,24.0,9.0,3.0,11.0,104.0,2.0,48.0,2.0,48.0,2.0,24.0,1.0,8.0,45.0,4.0,238.0,90.0,25.0,15.0,14.0,9.0,2.0,5.0,27.0,428.0,509.0,8.0,8.0,12.0,5.0,141.0,3.0,58.0,315.0,133.0,,117.0,3.0,,,6.0,156.0,5.0,7.0,2.0,5.0,,4.0,19.0,,5.0,1.0,165.0,4.0,6.0,35.0,37.0,14.0,3.0,,,19.0,,,10.0,2.0,2.0,8.0,2.0,4.0
